no,id,title,Category,title_seg,title_clean
Post6729,111427000000.0,最近在否定怀疑中度过瘦了五六斤了，想到小时候就会说话跟嘴巴学现在又不说了我真后悔没有好好引导他,0,最近 在 否定 怀疑 中 度过 瘦 了 五六斤 了 ， 想到 小时候 就 会 说话 跟 嘴巴 学 现在 又 不 说 了 我 真 后悔 没有 好好 引导 他,否定 怀疑 中 度过 瘦 五六斤 想到 小时候 说话 嘴巴 学 说 真 后悔 好好 引导
Post6824,111512000000.0,"10个半月的婴儿，眼睛没有一般婴儿那种亮黑的样子，和大人差不多，不炯炯有神。
只顾抱着玩具玩，叫他也不怎么注视你，就瞟一眼。

逛街也东张西望，不怎么理邻居的打招呼。人家逗他时，眼神游离，不盯着邻居。
邻居婴儿向他伸手，他把手藏起来，不愿意握手。",0,"10 个 半月 的 婴儿 ， 眼睛 没有 一般 婴儿 那种 亮 黑 的 样子 ， 和 大人 差不多 ， 不 炯炯有神 。   
 只顾 抱 着 玩具 玩 ， 叫 他 也 不怎么 注视 你 ， 就 瞟一眼 。   
   
 逛街 也 东张西望 ， 不怎么 理 邻居 的 打招呼 。 人家 逗 他 时 ， 眼神 游离 ， 不 盯 着 邻居 。   
 邻居 婴儿 向 他 伸手 ， 他 把手 藏 起来 ， 不 愿意 握手 。",半月 婴儿 眼睛 婴儿 那种 亮 黑 样子 大人 炯炯有神 只顾 抱 玩具 玩 注视 瞟一眼 逛街 东张西望 理 邻居 打招呼 逗 时 眼神 游离 盯 邻居 邻居 婴儿 伸手 把手 藏 握手
Post6829,111513000000.0,"还有，就是他现在会发爸妈爷奶这几个音，但是是无意识的。对吃的东西记得很清楚，吃过一次的就可以记住包装，被他拿到的话，他就会递到我手里让我打开，不会指物。比如说看到香蕉，就会把香蕉递到我手里让我给他剥开。
另外，他现在不会表示大小便，不知道是不是跟我没教过他，一直带尿不湿有关系。他还不怕生，只有哭的时候，心情不好的时候才不让别人抱，只让我抱。",0,"还有 ， 就是 他 现在 会发 爸妈 爷奶 这 几个 音 ， 但是 是 无意识 的 。 对 吃 的 东西 记得 很 清楚 ， 吃 过 一次 的 就 可以 记住 包装 ， 被 他 拿到 的话 ， 他 就 会 递 到 我 手里 让 我 打开 ， 不会 指物 。 比如说 看到 香蕉 ， 就 会 把 香蕉 递到 我 手里 让 我 给 他 剥开 。   
 另外 ， 他 现在 不会 表示 大小便 ， 不 知道 是不是 跟 我 没教过 他 ， 一直 带 尿不湿 有 关系 。 他 还 不怕 生 ， 只有 哭 的 时候 ， 心情 不好 的 时候 才 不让 别人 抱 ， 只 让 我 抱 。",会发 爸妈 爷奶 几个 音 无意识 吃 东西 记得 吃 记住 包装 拿到 递 手里 打开 指物 香蕉 香蕉 递到 手里 剥开 大小便 没教过 尿不湿 关系 生 哭 心情 不好 不让 抱 抱
Post6830,111513000000.0,还有就是喜欢扔东西，小石子和小球他能连续扔三四分钟，还喜欢把小石子装在饮料瓶里然后摇出来，下雨后喜欢踩水坑,0,还有 就是 喜欢 扔 东西 ， 小石子 和 小球 他 能 连续 扔 三四分钟 ， 还 喜欢 把 小石子 装在 饮料瓶 里 然后 摇 出来 ， 下雨 后 喜欢 踩 水坑,喜欢 扔 东西 小石子 小球 连续 扔 三四分钟 喜欢 小石子 装在 饮料瓶 里 摇 下雨 喜欢 踩 水坑
Post6865,111547000000.0,中心地址：深圳市福田区景田路碧景园综合楼四楼,1,中心 地址 ： 深圳市 福田区 景田路 碧 景园 综合楼 四楼,中心 地址 深圳市 福田区 景田路 碧 景园 综合楼 四楼
Post6872,111558000000.0,总觉得不是，不想承认，希望只是某方面落后，孩子特别漂亮白净,0,总 觉得 不是 ， 不想 承认 ， 希望 只是 某 方面 落后 ， 孩子 特别 漂亮 白净,总 不想 承认 希望 落后 孩子 特别 漂亮 白净
Post6882,111570000000.0,2至6岁是最佳的干预时间，白天可以送专业机构晚上可以自己干预，在家可以从生活中干预对于宝贝来说是最容易理解的干预方法,0,2 至 6 岁 是 最佳 的 干预 时间 ， 白天 可以 送 专业 机构 晚上 可以 自己 干预 ， 在家 可以 从 生活 中 干预 对于 宝贝 来说 是 最 容易 理解 的 干预 方法,岁 最佳 干预 时间 白天 送 专业 机构 晚上 干预 在家 生活 中 干预 宝贝 理解 干预 方法
Post6908,111598000000.0,青岛以琳,1,青岛 以琳,青岛 以琳
Post6937,111618000000.0,383947236@qq.com,0,383947236 @ qq . com,
Post6952,111632000000.0,957159125@qq.com麻烦你发邮箱给我，谢谢,0,957159125 @ qq . com 麻烦 你 发 邮箱 给 我 ， 谢谢,麻烦 发 邮箱 谢谢
Post6959,111638000000.0,肯定不是的,0,肯定 不是 的,肯定
Post6979,111655000000.0,国内诊断自闭症真的比较武断，不要太相信！我家孩子去检查医生就看了孩子半分钟吧，问了几个不痛不痒的问题，填了表就说自闭倾向！我甚至觉得测试发育商的那些也比较死板。,0,国内 诊断 自闭症 真的 比较 武断 ， 不要 太 相信 ！ 我家 孩子 去 检查 医生 就 看 了 孩子 半分钟 吧 ， 问 了 几个 不痛不痒 的 问题 ， 填 了 表 就 说 自闭 倾向 ！ 我 甚至 觉得 测试 发育 商 的 那些 也 比较 死板 。,国内 诊断 自闭症 真的 武断 太 我家 孩子 检查 医生 孩子 半分钟 问 几个 不痛不痒 填 表 说 自闭 倾向 测试 发育 商 死板
Post6982,111659000000.0,"家长如何改善孤独症儿童的语言障碍
 语言障碍是孤独症儿童重要的症状之一，而在语言障碍中又分为几种情况，有的是语不情景，有的是鹦鹉学舌，但最明显的还是发音障碍，这种障碍可能会发生在各个环节上，有发音困难、异常、到语言学习障碍。孤独症的小孩几乎没有听的意识，也是很难找出发声器官的障碍，其失语的原因不是简单的器官损伤，而是因为他们不知道用功能语言来进行社会的交往，不知道语言是一种工具，用来表达自己的意愿和需求。
　　在对这一类孤独症的儿童的训练中也是特别的复杂，需要的是长期的训练过程，可以说是时时刻刻都要训练，除了在学校训练以外，家庭训练也是不可缺少的一部分，那么，在家庭训练中，家长怎么做呢?
　　一、口腔按摩
　　一些孤独症孩子总是偏食，只是吃上些流质的食物，如一天到晚就是喝牛奶、或是喝粥，要不就是吃面条等，造成脸部的两边下鄂得不到运动，舌头不灵活。从而阻碍了气流通道。于是，针对这一问题，家长可以根据口腔按摩来改善此种情况.
　　二、发音训练
　　语音是语言发展的前提。任何孩子都需要获得声音，所以要进行发音练习。
　　发音训练的目的就是让孤独症的孩子感受多种形式的发音动作，帮助他们掌握发音技巧，促使孤独症孩子的发音器官功能的完善与作用。
　　发音训练包括：1、呼吸训练。在家里，家长可以和孤独症孩子通过吹蜡烛、纸条、或是用吸管吹杯子里的水、吹口哨、吹喇叭等吹气之类的练习。凡是可以吹气的都可以用来训练。2、舌部训练。家长在一些比较宽松的气氛中，把孤独症孩子的舌头伸出、缩回，并抖动发出“啦啦”的声音来吸引孩子，使孤独症孩子模仿。3、口部训练。家长可利用夸张的嘴形，把嘴巴张得大大的，或是把嘴巴圆起来发“喔喔”的声音，引起孩子的注意，以便孩子的模仿。4、进行四声练习。利用六个元音A、O、E、I、U、V反复训练，并用手势辅助表示。
　　孤独症孩子的语言训练，是一个非常专业化的过程，包括运气、发声、模仿意识的建立等许多环节和技术，特别要注意的是：不能强迫孤独症孩子说话，因为强迫的结果只能是促使孩子产生恐惧、反感和抗拒的心理，增加了孤独症孩子在学习语言的负担。
　　三、营造一个轻松愉快的语言氛围
　　孤独症的孩子在进行语言训练时，家长应营造一个轻松愉快的氛围，让他们感受到学习的快乐，体验学习的乐趣。于是，在通过各种亲子游戏中既可以加深了孩子与父母的情感，也达到了训练的目的.
　　最后，在训练的过程中，家长要注意的问题是：一要不断的对孤独症小孩增加语言的刺激，也就是说多跟孩子说话，使孩子的大脑得到了大量的语言信息。当然，我们的一些家长也是比较心急，总是急迫让孤独症孩子马上可以说话.结果老是发现什么也没有进步。以至最后也没有耐心了，放弃了努力，认为孩子是不懂了，说不出，就不再进行训练了。二是要运用正确的刺激方式。多跟孤独症孩子说话，并不等于不停地说，也不根据内容说，而是要根据孩子的情况，选择简单、通俗易懂的话题，适合孩子的心理和年龄发展的话题.做到“精确、提高、效率、简短”等原则。
　　总的来说，训练无语音的孤独症孩子。要遵循量变到质变的原则，孩子的进步，家庭训练也是训练中的重要组成部分。",0,"家长 如何 改善 孤独症 儿童 的 语言障碍   
   语言障碍 是 孤独症 儿童 重要 的 症状 之一 ， 而 在 语言障碍 中 又 分为 几种 情况 ， 有的是 语 不 情景 ， 有的是 鹦鹉学舌 ， 但 最 明显 的 还是 发音 障碍 ， 这种 障碍 可能 会 发生 在 各个环节 上 ， 有 发音 困难 、 异常 、 到 语言 学习 障碍 。 孤独症 的 小孩 几乎 没有 听 的 意识 ， 也 是 很 难 找出 发声器官 的 障碍 ， 其 失语 的 原因 不是 简单 的 器官 损伤 ， 而是 因为 他们 不 知道 用 功能 语言 来 进行 社会 的 交往 ， 不 知道 语言 是 一种 工具 ， 用来 表达 自己 的 意愿 和 需求 。   
 　 　 在 对 这 一类 孤独症 的 儿童 的 训练 中 也 是 特别 的 复杂 ， 需要 的 是 长期 的 训练 过程 ， 可以 说 是 时时刻刻 都 要 训练 ， 除了 在 学校 训练 以外 ， 家庭 训练 也 是 不可 缺少 的 一部分 ， 那么 ， 在 家庭 训练 中 ， 家长 怎么 做 呢 ?   
 　 　 一 、 口腔 按摩   
 　 　 一些 孤独症 孩子 总是 偏食 ， 只是 吃 上些 流质 的 食物 ， 如 一天到晚 就是 喝牛奶 、 或是 喝粥 ， 要 不 就是 吃 面条 等 ， 造成 脸部 的 两边 下 鄂 得不到 运动 ， 舌头 不 灵活 。 从而 阻碍 了 气流 通道 。 于是 ， 针对 这一 问题 ， 家长 可以 根据 口腔 按摩 来 改善 此种 情况 .   
 　 　 二 、 发音 训练   
 　 　 语音 是 语言 发展 的 前提 。 任何 孩子 都 需要 获得 声音 ， 所以 要 进行 发音 练习 。   
 　 　 发音 训练 的 目的 就是 让 孤独症 的 孩子 感受 多种形式 的 发音 动作 ， 帮助 他们 掌握 发音 技巧 ， 促使 孤独症 孩子 的 发音器官 功能 的 完善 与 作用 。   
 　 　 发音 训练 包括 ： 1 、 呼吸 训练 。 在 家里 ， 家长 可以 和 孤独症 孩子 通过 吹 蜡烛 、 纸条 、 或是 用 吸管 吹 杯子 里 的 水 、 吹口哨 、 吹喇叭 等 吹气 之类 的 练习 。 凡是 可以 吹气 的 都 可以 用来 训练 。 2 、 舌部 训练 。 家长 在 一些 比较 宽松 的 气氛 中 ， 把 孤独症 孩子 的 舌头 伸出 、 缩回 ， 并 抖动 发出 “ 啦 啦 ” 的 声音 来 吸引 孩子 ， 使 孤独症 孩子 模仿 。 3 、 口 部 训练 。 家长 可 利用 夸张 的 嘴形 ， 把 嘴巴 张得 大大的 ， 或是 把 嘴巴 圆 起来 发 “ 喔 喔 ” 的 声音 ， 引起 孩子 的 注意 ， 以便 孩子 的 模仿 。 4 、 进行 四声 练习 。 利用 六个 元音 A 、 O 、 E 、 I 、 U 、 V 反复 训练 ， 并用 手势 辅助 表示 。   
 　 　 孤独症 孩子 的 语言 训练 ， 是 一个 非常 专业化 的 过程 ， 包括 运气 、 发声 、 模仿 意识 的 建立 等 许多 环节 和 技术 ， 特别 要 注意 的 是 ： 不能 强迫 孤独症 孩子 说话 ， 因为 强迫 的 结果 只能 是 促使 孩子 产生 恐惧 、 反感 和 抗拒 的 心理 ， 增加 了 孤独症 孩子 在 学习 语言 的 负担 。   
 　 　 三 、 营造 一个 轻松愉快 的 语言 氛围   
 　 　 孤独症 的 孩子 在 进行 语言 训练 时 ， 家长 应 营造 一个 轻松愉快 的 氛围 ， 让 他们 感受 到 学习 的 快乐 ， 体验 学习 的 乐趣 。 于是 ， 在 通过 各种 亲子 游戏 中 既 可以 加深 了 孩子 与 父母 的 情感 ， 也 达到 了 训练 的 目的 .   
 　 　 最后 ， 在 训练 的 过程 中 ， 家长 要 注意 的 问题 是 ： 一 要 不断 的 对 孤独症 小孩 增加 语言 的 刺激 ， 也就是说 多 跟 孩子 说话 ， 使 孩子 的 大脑 得到 了 大量 的 语言 信息 。 当然 ， 我们 的 一些 家长 也 是 比较 心急 ， 总是 急迫 让 孤独症 孩子 马上 可以 说话 . 结果 老是 发现 什么 也 没有 进步 。 以至 最后 也 没有 耐心 了 ， 放弃 了 努力 ， 认为 孩子 是 不 懂 了 ， 说不出 ， 就 不再 进行 训练 了 。 二是 要 运用 正确 的 刺激 方式 。 多 跟 孤独症 孩子 说话 ， 并不等于 不停 地说 ， 也 不 根据 内容 说 ， 而是 要 根据 孩子 的 情况 ， 选择 简单 、 通俗易懂 的 话题 ， 适合 孩子 的 心理 和 年龄 发展 的 话题 . 做到 “ 精确 、 提高 、 效率 、 简短 ” 等 原则 。   
 　 　 总的来说 ， 训练 无 语音 的 孤独症 孩子 。 要 遵循 量变 到 质变 的 原则 ， 孩子 的 进步 ， 家庭 训练 也 是 训练 中 的 重要 组成部分 。",家长 改善 孤独症 儿童 语言障碍 语言障碍 孤独症 儿童 症状 语言障碍 中 分为 几种 情况 语 情景 鹦鹉学舌 发音 障碍 障碍 发生 各个环节 发音 困难 异常 语言 学习 障碍 孤独症 小孩 听 意识 难 找出 发声器官 障碍 失语 原因 简单 器官 损伤 功能 语言 社会 交往 语言 一种 工具 表达 意愿 需求 一类 孤独症 儿童 训练 中 特别 长期 训练 过程 说 时时刻刻 训练 学校 训练 家庭 训练 缺少 一部分 家庭 训练 中 家长 做 口腔 按摩 孤独症 孩子 偏食 吃 上些 流质 食物 一天到晚 喝牛奶 喝粥 吃 面条 脸部 两边 鄂 得不到 运动 舌头 灵活 阻碍 气流 通道 这一 家长 口腔 按摩 改善 此种 情况 二 发音 训练 语音 语言 发展 前提 孩子 声音 发音 发音 训练 目的 孤独症 孩子 感受 多种形式 发音 动作 发音 技巧 促使 孤独症 孩子 发音器官 功能 完善 作用 发音 训练 包括 呼吸 训练 家里 家长 孤独症 孩子 吹 蜡烛 纸条 吸管 吹 杯子 里 水 吹口哨 吹喇叭 吹气 吹气 训练 舌部 训练 家长 宽松 气氛 中 孤独症 孩子 舌头 伸出 缩回 抖动 发出 声音 吸引 孩子 孤独症 孩子 模仿 口 部 训练 家长 利用 夸张 嘴形 嘴巴 张得 大大的 嘴巴 圆 发 喔 喔 声音 孩子 孩子 模仿 四声 利用 六个 元音 反复 训练 并用 手势 辅助 孤独症 孩子 语言 训练 专业化 过程 包括 运气 发声 模仿 意识 建立 环节 技术 特别 强迫 孤独症 孩子 说话 强迫 只能 促使 孩子 恐惧 反感 抗拒 心理 增加 孤独症 孩子 学习 语言 负担 三 营造 轻松愉快 语言 氛围 孤独症 孩子 语言 训练 时 家长 应 营造 轻松愉快 氛围 感受 学习 快乐 体验 学习 乐趣 亲子 游戏 中 加深 孩子 父母 情感 训练 目的 训练 过程 中 家长 孤独症 小孩 增加 语言 刺激 孩子 说话 孩子 大脑 语言 信息 家长 心急 急迫 孤独症 孩子 说话 发现 耐心 放弃 努力 孩子 懂 说不出 训练 二是 正确 刺激 方式 孤独症 孩子 说话 并不等于 不停 地说 内容 说 孩子 情况 选择 简单 通俗易懂 话题 适合 孩子 心理 年龄 发展 话题 精确 提高 效率 简短 原则 训练 语音 孤独症 孩子 量变 质变 原则 孩子 家庭 训练 训练 中 组成部分
Post6991,111664000000.0,孩子不能丢 能养到啥时候算啥,0,孩子 不能 丢   能养 到 啥时候 算 啥,孩子 丢 能养 啥时候 算
Post7032,111697000000.0,昆山童星圆专注孩子语言障碍，社交障碍，自闭倾向，多动等的早期干预治疗，报名联系叶老师18061939808/15062628909,1,昆山 童星 圆 专注 孩子 语言障碍 ， 社交 障碍 ， 自闭 倾向 ， 多动 等 的 早期 干预 治疗 ， 报名 联系 叶 老师 18061939808 / 15062628909,昆山 童星 圆 专注 孩子 语言障碍 社交 障碍 自闭 倾向 多动 早期 干预 治疗 报名 叶 老师
Post7068,111730000000.0,东方启音STAR,1,东方 启音 STAR,东方 启音
Post7171,111853000000.0,天才是学者症候群，占自闭症的十分之一,0,天才 是 学者 症候群 ， 占 自闭症 的 十分之一,天才 学者 症候群 占 自闭症 十分之一
Post7263,111941000000.0,'HTTPMessage' object has no attribute 'getheaders' 看到吓成这样，好辛酸。,0,' HTTPMessage '   object   has   no   attribute   ' getheaders '   看到 吓 成 这样 ， 好 辛酸 。,成 辛酸
Post7280,111954000000.0,不是吧，会唱儿歌会古诗反而是自闭症，这个医生没搞错吧？,0,不是 吧 ， 会 唱 儿歌 会 古诗 反而 是 自闭症 ， 这个 医生 没 搞错 吧 ？,唱 儿歌 古诗 自闭症 医生 搞错
Post7284,111957000000.0,"具体步骤！预约特诊100元！加诊费127元！2，排队一个月左右等电话，父母带孩子住院5-7天观察孩子特征，判断症状情况！大约5000元多点！3,父母听课两天，时间12月23.24日大约800多元！4，排队一年亲子班，4周大约1万3000左右！吃住不保！",1,"具体步骤 ！ 预约 特诊 100 元 ！ 加 诊费 127 元 ！ 2 ， 排队 一个月 左右 等 电话 ， 父母 带 孩子 住院 5 - 7 天 观察 孩子 特征 ， 判断 症状 情况 ！ 大约 5000 元 多点 ！ 3 , 父母 听课 两天 ， 时间 12 月 23.24 日 大约 800 多元 ！ 4 ， 排队 一年 亲子 班 ， 4 周 大约 1 万 3000 左右 ！ 吃 住 不保 ！",具体步骤 预约 特诊 元 加 诊费 元 排队 一个月 电话 父母 孩子 住院 天 观察 孩子 特征 判断 症状 情况 元 多点 父母 听课 两天 时间 月 日 多元 排队 一年 亲子 班 周 吃 住 不保
Post7303,111968000000.0,期待故事的进行中。,0,期待 故事 的 进行 中 。,期待 故事 中
Post7313,111980000000.0,你为什么去医院。 有什么迹象呢,0,你 为什么 去 医院 。   有 什么 迹象 呢,医院 迹象
Post7338,111990000000.0,这个医生有病。不给她唱歌就是不爱炫耀不交流？你一个陌生人，孩子不想跟你炫耀给你唱歌，有什么奇怪？,0,这个 医生 有病 。 不 给 她 唱歌 就是 不爱 炫耀 不 交流 ？ 你 一个 陌生人 ， 孩子 不想 跟 你 炫耀 给 你 唱歌 ， 有 什么 奇怪 ？,医生 有病 唱歌 不爱 炫耀 交流 陌生人 孩子 不想 炫耀 唱歌 奇怪
Post7345,111995000000.0,我儿子1岁8个月，5天前也被诊断有自闭症倾向，瞬间崩溃了，我们是洛阳的，在洛阳妇幼诊断的，我接受不了事实又托熟人在郑州大三附院看病。也是自闭倾向。说是自闭症吧但也不完全符合，做了脑电图，亭记测试，核磁，都发育良好，去查这个还是因为儿子咳嗽带儿子看病随口跟医生提了一句，儿子1岁8个月该不会说话。医生才让去的，我儿子的症状就是不与人对视，就是叫名字完全没反应。好像不是叫他一样，就会叫爸爸妈妈，喜欢蹦跳，蹦跳的时候嘴里嘟囔着爸爸妈妈，有时候不知道再说什么，但是再逗他玩的时候眼睛也是与大人对视，该哭哭，该笑笑，与正常的孩子没有区别。喜欢小汽车，推着小汽车走，自己一个人可以玩的很开心，出去也不太跟别的小朋友玩，但有时候也玩，跟正常孩子不一样的也就这些了，儿子3个月以前正学说话的时候没有教他，我全职在家带他。有时候带一天太累。就让他自己看儿歌玩，他也不哭，狠开心玩，不知道是不是这样才让他变成自闭症的，我也不太跟他说话以前，现在狠后悔,0,我 儿子 1 岁 8 个 月 ， 5 天前 也 被 诊断 有 自闭症 倾向 ， 瞬间 崩溃 了 ， 我们 是 洛阳 的 ， 在 洛阳 妇幼 诊断 的 ， 我 接受 不了 事实 又 托 熟人 在 郑州 大三 附院 看病 。 也 是 自闭 倾向 。 说 是 自闭症 吧 但 也 不 完全符合 ， 做 了 脑电图 ， 亭记 测试 ， 核磁 ， 都 发育 良好 ， 去查 这个 还是 因为 儿子 咳嗽 带 儿子 看病 随口 跟 医生 提了 一句 ， 儿子 1 岁 8 个 月 该 不会 说话 。 医生 才 让 去 的 ， 我 儿子 的 症状 就是 不 与 人 对视 ， 就是 叫 名字 完全 没 反应 。 好像 不是 叫 他 一样 ， 就 会 叫 爸爸妈妈 ， 喜欢 蹦跳 ， 蹦跳 的 时候 嘴里 嘟囔 着 爸爸妈妈 ， 有时候 不 知道 再说 什么 ， 但是 再 逗 他 玩 的 时候 眼睛 也 是 与 大人 对视 ， 该 哭哭 ， 该 笑笑 ， 与 正常 的 孩子 没有 区别 。 喜欢 小汽车 ， 推 着 小汽车 走 ， 自己 一个 人 可以 玩 的 很 开心 ， 出去 也 不 太 跟 别的 小朋友 玩 ， 但 有时候 也 玩 ， 跟 正常 孩子 不 一样 的 也 就 这些 了 ， 儿子 3 个 月 以前 正 学说话 的 时候 没有 教他 ， 我 全职 在家 带 他 。 有时候 带 一天 太累 。 就让 他 自己 看 儿歌 玩 ， 他 也 不 哭 ， 狠 开心玩 ， 不 知道 是不是 这样 才 让 他 变成 自闭症 的 ， 我 也 不 太 跟 他 说话 以前 ， 现在 狠 后悔,儿子 岁 月 天前 诊断 自闭症 倾向 瞬间 崩溃 洛阳 洛阳 妇幼 诊断 接受 事实 托 熟人 郑州 大三 附院 看病 自闭 倾向 说 自闭症 完全符合 做 脑电图 亭记 测试 核磁 发育 去查 儿子 咳嗽 儿子 看病 随口 医生 提了 一句 儿子 岁 月 说话 医生 儿子 症状 对视 名字 好像 爸爸妈妈 喜欢 蹦跳 蹦跳 嘴里 嘟囔 爸爸妈妈 有时候 逗 玩 眼睛 大人 对视 哭哭 笑笑 孩子 区别 喜欢 小汽车 推 小汽车 走 玩 开心 太 小朋友 玩 有时候 玩 孩子 儿子 月 正 学说话 教他 全职 在家 有时候 太累 就让 儿歌 玩 哭 狠 开心玩 自闭症 太 说话 狠 后悔
